Text,Speaker,Episode,Season,Show
" Listen uh, maybe we could get together later?",DANIELLE,Episode-20-The One With the Evil Orthodontist,Season-01,Friends
" That sounds good. I'll call you- or you call me, whatever...",CHANDLER,Episode-20-The One With the Evil Orthodontist,Season-01,Friends
 You got it.,DANIELLE,Episode-20-The One With the Evil Orthodontist,Season-01,Friends
 Okay.,CHANDLER,Episode-20-The One With the Evil Orthodontist,Season-01,Friends
" G'bye, everybody.",DANIELLE,Episode-20-The One With the Evil Orthodontist,Season-01,Friends
 Bye.,ALL,Episode-20-The One With the Evil Orthodontist,Season-01,Friends
 Second date!,ROSS,Episode-20-The One With the Evil Orthodontist,Season-01,Friends
 ...I dunno.,CHANDLER,Episode-20-The One With the Evil Orthodontist,Season-01,Friends
 You DON'T KNOW?,RACHEL,Episode-20-The One With the Evil Orthodontist,Season-01,Friends
" Well, she seems very nice and everything, but that whole thing about her coming all the way down here, just to see if I was okay? I mean,... how needy is that?",CHANDLER,Episode-20-The One With the Evil Orthodontist,Season-01,Friends
" I think when someone steals your credit card, they've kind of already thrown caution to the wind.",Ross,Episode-21-The One With The Fake Monica,Season-01,Friends
" Wow, what a geek. They spent $69.95 on a Wonder Mop.",Chandler,Episode-21-The One With The Fake Monica,Season-01,Friends
" What? It's, it's just a phase.",Ross,Episode-21-The One With The Fake Monica,Season-01,Friends
" Well, that's what we said about Joey...",Chandler,Episode-21-The One With The Fake Monica,Season-01,Friends
 Central Perk. Joey and Chandler are discussing stage names],[Scene 2,Episode-21-The One With The Fake Monica,Season-01,Friends
 How about Joey... Pepponi?,Chandler,Episode-21-The One With The Fake Monica,Season-01,Friends
" No, still too ethnic. My agent thinks I should have a name that's more neutral.",Joey,Episode-21-The One With The Fake Monica,Season-01,Friends
 Joey... Switzerland?,Chandler,Episode-21-The One With The Fake Monica,Season-01,Friends
" Plus, y'know, I think it should be Joe. Y'know, Joey makes me sound like I'm, I dunno, this big. [Waitress looks at him funny] Which I'm not.",Joey,Episode-21-The One With The Fake Monica,Season-01,Friends
 Joe...Joe...Joe...Stalin?,Chandler,Episode-21-The One With The Fake Monica,Season-01,Friends
 Stalin...Stalin...do I know that name? It sounds familiar.,Joey,Episode-21-The One With The Fake Monica,Season-01,Friends
" Well, it does not ring a bell with me...",Chandler,Episode-21-The One With The Fake Monica,Season-01,Friends
" [Writes it down] Joe Stalin. Y'know, that's pretty good.",Joey,Episode-21-The One With The Fake Monica,Season-01,Friends
 Might wanna try Joseph.,Chandler,Episode-21-The One With The Fake Monica,Season-01,Friends
 Joseph Stalin. I think you'd remember that!,Joey,Episode-21-The One With The Fake Monica,Season-01,Friends
" Oh yes! Bye Bye Birdie, starring Joseph Stalin. Joseph Stalin is the Fiddler on the Roof.",Chandler,Episode-21-The One With The Fake Monica,Season-01,Friends
 At the vet.,Ross,Episode-21-The One With The Fake Monica,Season-01,Friends
" She's not gonna make you wear one of those big plastic cones, is she?",Chandler,Episode-21-The One With The Fake Monica,Season-01,Friends
" She says as time goes on, he's gonna start getting agressive and violent.",Ross,Episode-21-The One With The Fake Monica,Season-01,Friends
 So what does this mean?,Chandler,Episode-21-The One With The Fake Monica,Season-01,Friends
" I can't believe it, Ross. This sucks!",Joey,Episode-21-The One With The Fake Monica,Season-01,Friends
" I don't get it, I mean, you just got him. How can he be an adult already?",Chandler,Episode-21-The One With The Fake Monica,Season-01,Friends
 How do you get a monkey into a zoo?,Joey,Episode-21-The One With The Fake Monica,Season-01,Friends
" I know that one! ...No, that's Popes into a Volkswagen.",Chandler,Episode-21-The One With The Fake Monica,Season-01,Friends
" Well, we're applying to a lot of them. Naturally our first choice would be one of the bigger state zoos, y'know, like, uh, San Diego... right? But that might just be a pipe dream, because, y'know, he's out of state. Uh, my vet, uh, knows someone at Miami, so that's a possibility.",Ross,Episode-21-The One With The Fake Monica,Season-01,Friends
" Yeah, but that's like two blocks away from the beach. I mean, it's a total party zoo.",Chandler,Episode-21-The One With The Fake Monica,Season-01,Friends
" Hey. We found her, we found the girl.",Phoebe,Episode-21-The One With The Fake Monica,Season-01,Friends
 What?,Chandler,Episode-21-The One With The Fake Monica,Season-01,Friends
 Nope. We took her to lunch.,Rachel,Episode-21-The One With The Fake Monica,Season-01,Friends
 Ah. Your own brand of vigilante justice.,Chandler,Episode-21-The One With The Fake Monica,Season-01,Friends
" Yeah, which she probably stole from some cheerleader.",Ross,Episode-21-The One With The Fake Monica,Season-01,Friends
 ...Take off their hats!,Chandler,Episode-21-The One With The Fake Monica,Season-01,Friends
 You know there already is a Joseph Stalin?,Joey,Episode-21-The One With The Fake Monica,Season-01,Friends
 You're kidding.,Chandler,Episode-21-The One With The Fake Monica,Season-01,Friends
 Apparently he was this Russian dictator who slaughtered all these people. You'd think you would've known that!,Joey,Episode-21-The One With The Fake Monica,Season-01,Friends
" Y'know, you'd think I would've.",Chandler,Episode-21-The One With The Fake Monica,Season-01,Friends
" We, we come back from our walk and the- the phone was ringing-",Joey,Episode-21-The One With The Fake Monica,Season-01,Friends
 -He's in.,Chandler,Episode-21-The One With The Fake Monica,Season-01,Friends
 Oh!,Phoebe,Episode-21-The One With The Fake Monica,Season-01,Friends
" Okay, bye, champ. Now, I know there's gonna be a lot of babes in San Diego, but remember, there's also a lot to learn.",Chandler,Episode-21-The One With The Fake Monica,Season-01,Friends
" Uh, if you guys don't mind, I'd like to take a moment, just me and him.",Ross,Episode-21-The One With The Fake Monica,Season-01,Friends
" Oh, sure. Sure, absolutely. [They just stand there, then realise what he means and go to the other end of the room]",All,Episode-21-The One With The Fake Monica,Season-01,Friends
 Shut up!,RACHEL,Episode-22-The One With the Ick Factor,Season-01,Friends
 Tell me what?,CHANDLER,Episode-22-The One With the Ick Factor,Season-01,Friends
" Look at you, you won't even look at him.",MONICA,Episode-22-The One With the Ick Factor,Season-01,Friends
" [sarcastically] Oh, come on tell me. I could use another reason why women wonīt look at me.",CHANDLER,Episode-22-The One With the Ick Factor,Season-01,Friends
 Doing it on this table. [points at the table],PHOEBE,Episode-22-The One With the Ick Factor,Season-01,Friends
 Wow!,CHANDLER,Episode-22-The One With the Ick Factor,Season-01,Friends
" Why, why, why would you dream that?",ROSS,Episode-22-The One With the Ick Factor,Season-01,Friends
" More importantly, was I any good?",CHANDLER,Episode-22-The One With the Ick Factor,Season-01,Friends
" Well, you were pretty damnedy good.",RACHEL,Episode-22-The One With the Ick Factor,Season-01,Friends
" Interesting, cause in my dreams, Iīm allways surprisingly inadequate. [Monica pats him on his lap]",CHANDLER,Episode-22-The One With the Ick Factor,Season-01,Friends
[Ross goes over to the counter. Chandler follows him.],,Episode-22-The One With the Ick Factor,Season-01,Friends
 Youīre okay there?,CHANDLER,Episode-22-The One With the Ick Factor,Season-01,Friends
 I canīt belive you two had s*x in her dream.,ROSS,Episode-22-The One With the Ick Factor,Season-01,Friends
" Iīm sorry, it was a one-time-thing. I was very drunk and i was somebody elseīs subconscious.",CHANDLER,Episode-22-The One With the Ick Factor,Season-01,Friends
[Time lapse. Chandler is sitting on the table.],,Episode-22-The One With the Ick Factor,Season-01,Friends
 Hi Rachel.,CHANDLER,Episode-22-The One With the Ick Factor,Season-01,Friends
" Just for some short-term-work. You know, until I get back some of my massage clients.",PHOEBE,Episode-22-The One With the Ick Factor,Season-01,Friends
 Pirates again?,CHANDLER,Episode-22-The One With the Ick Factor,Season-01,Friends
" Hey, hey, Chan. She could work for you.",JOEY,Episode-22-The One With the Ick Factor,Season-01,Friends
" [sarcasticly] Thanks Joey, thatīs a good idea.",CHANDLER,Episode-22-The One With the Ick Factor,Season-01,Friends
" What... I could, I could do it. What is it?",PHOEBE,Episode-22-The One With the Ick Factor,Season-01,Friends
" Well, my secretary is gonna be out for a couple of weeks. She is having one of her boobs redused. Itīs a whole big boob story.",CHANDLER,Episode-22-The One With the Ick Factor,Season-01,Friends
 I could be a secretary.,PHOEBE,Episode-22-The One With the Ick Factor,Season-01,Friends
" Well, you know Phoebs. I donīt know if itīs your kinda thing, because it involves a lot of being normal. For a large portion of the day.",CHANDLER,Episode-22-The One With the Ick Factor,Season-01,Friends
" No, itīs for when Carol goes into labor. She can get me wherever I am. I mean, all she has to do is to dial 55-JIMBO.",ROSS,Episode-22-The One With the Ick Factor,Season-01,Friends
" A cool phone number, and a possible name for the kid.",CHANDLER,Episode-22-The One With the Ick Factor,Season-01,Friends
 Heīs... our age.,MONICA,Episode-22-The One With the Ick Factor,Season-01,Friends
 When we were?,CHANDLER,Episode-22-The One With the Ick Factor,Season-01,Friends
 Whoa!,JOEY,Episode-22-The One With the Ick Factor,Season-01,Friends
 And this manchild has no problem with how old you are?,CHANDLER,Episode-22-The One With the Ick Factor,Season-01,Friends
" No, of course not. Itīs not even an issue. Cause I told him I was 22.",MONICA,Episode-22-The One With the Ick Factor,Season-01,Friends
 What?,ALL,Episode-22-The One With the Ick Factor,Season-01,Friends
 Chandlerīs office. He and Phoebe are there when the phone starts ringing.],[Scene,Episode-22-The One With the Ick Factor,Season-01,Friends
 Can you hear that?,CHANDLER,Episode-22-The One With the Ick Factor,Season-01,Friends
 [plays with a thumbtack remover] Yeah?,PHOEBE,Episode-22-The One With the Ick Factor,Season-01,Friends
 See Thatīll stop when you pick up the phone.,CHANDLER,Episode-22-The One With the Ick Factor,Season-01,Friends
" [with a deep voice] Mr. Bingīs office. No Iīm sorry, heīs in a meeting right now.",PHOEBE,Episode-22-The One With the Ick Factor,Season-01,Friends
 Iīm not in a meeting. Iīm right... Whoops.,CHANDLER,Episode-22-The One With the Ick Factor,Season-01,Friends
" Will he know what this is in reference to? And he has your number? All right, Iīll see that he gets the message. Bye bye.",PHOEBE,Episode-22-The One With the Ick Factor,Season-01,Friends
 What?,CHANDLER,Episode-22-The One With the Ick Factor,Season-01,Friends
 Ross says hi.,PHOEBE,Episode-22-The One With the Ick Factor,Season-01,Friends
 Ah!,CHANDLER,Episode-22-The One With the Ick Factor,Season-01,Friends
" This is so fun. All right, what do we do now?",PHOEBE,Episode-22-The One With the Ick Factor,Season-01,Friends
" Well, now, I actually have to get to work.",CHANDLER,Episode-22-The One With the Ick Factor,Season-01,Friends
" Most likely. [raises and goes toward the door] Okay, Iīm gonna be out there.",PHOEBE,Episode-22-The One With the Ick Factor,Season-01,Friends
 Okay.,CHANDLER,Episode-22-The One With the Ick Factor,Season-01,Friends
 All right. Bye bye.,PHOEBE,Episode-22-The One With the Ick Factor,Season-01,Friends
 Bye bye.,CHANDLER,Episode-22-The One With the Ick Factor,Season-01,Friends
 Whatcha doinī?,PHOEBE,Episode-22-The One With the Ick Factor,Season-01,Friends
 Ooh. [leans against the desk],CHANDLER,Episode-22-The One With the Ick Factor,Season-01,Friends
" Oh, exellent. Everyone was so, so nice.",PHOEBE,Episode-22-The One With the Ick Factor,Season-01,Friends
" See, it pays to know the man who wears my shoes. [Joey and Ross wonder what he means] Me.",CHANDLER,Episode-22-The One With the Ick Factor,Season-01,Friends
" No, I didnīt tell anybody that I knew you.",PHOEBE,Episode-22-The One With the Ick Factor,Season-01,Friends
 Why not?,CHANDLER,Episode-22-The One With the Ick Factor,Season-01,Friends
" Oh, because, you know... they donīt like you.",PHOEBE,Episode-22-The One With the Ick Factor,Season-01,Friends
 What?,CHANDLER,Episode-22-The One With the Ick Factor,Season-01,Friends
 I thought you knew that.,PHOEBE,Episode-22-The One With the Ick Factor,Season-01,Friends
 Noho. Why doesnīt they like me?,CHANDLER,Episode-22-The One With the Ick Factor,Season-01,Friends
 Everyone. Except for uh... no everyone.,PHOEBE,Episode-22-The One With the Ick Factor,Season-01,Friends
 What are you talking about?,CHANDLER,Episode-22-The One With the Ick Factor,Season-01,Friends
[Joey and Ross laughs],,Episode-22-The One With the Ick Factor,Season-01,Friends
 I canīt belive it.,CHANDLER,Episode-22-The One With the Ick Factor,Season-01,Friends
" Yeah, yeah. They even do you.",PHOEBE,Episode-22-The One With the Ick Factor,Season-01,Friends
 They do me?,CHANDLER,Episode-22-The One With the Ick Factor,Season-01,Friends
[Joey and Ross laughs],,Episode-22-The One With the Ick Factor,Season-01,Friends
 I donīt sound like that.,CHANDLER,Episode-22-The One With the Ick Factor,Season-01,Friends
"[Phoebe, Joey and Ross laughs again]",,Episode-22-The One With the Ick Factor,Season-01,Friends
" Okay, I donīt sound like that. That is so not true.",CHANDLER,Episode-22-The One With the Ick Factor,Season-01,Friends
[Joey and Chandler laughs],,Episode-22-The One With the Ick Factor,Season-01,Friends
" That is so not... That is so not... That... Oh, shut up!",CHANDLER,Episode-22-The One With the Ick Factor,Season-01,Friends
" Monica and Rachelīs apartment. Everyone exept Monica is there.] ROSS: [on phone] Okay, André should be there in like 45 minutes. All rightie, bye bye. [to Phoebe] Just easier that way.",[Scene,Episode-22-The One With the Ick Factor,Season-01,Friends
" Oh, come on. You told me about the last dream.",CHANDLER,Episode-22-The One With the Ick Factor,Season-01,Friends
" No, forget it.",RACHEL,Episode-22-The One With the Ick Factor,Season-01,Friends
" Oh, why not. Was I doing anything particularly... saucy?",CHANDLER,Episode-22-The One With the Ick Factor,Season-01,Friends
" Mon, Ethan called again. Mon?",RACHEL,Episode-22-The One With the Ick Factor,Season-01,Friends
 [shouting] Mon!,ALL,Episode-22-The One With the Ick Factor,Season-01,Friends
" No. You know, sometimes just things doesnīt work out.",MONICA,Episode-22-The One With the Ick Factor,Season-01,Friends
 And this has nothing to do with the fact that he needs a note to get out of gym.,CHANDLER,Episode-22-The One With the Ick Factor,Season-01,Friends
 Stegosaurus!,JOEY,Episode-22-The One With the Ick Factor,Season-01,Friends
 Tyrannosaurus!,CHANDLER,Episode-22-The One With the Ick Factor,Season-01,Friends
" Um, oh, Iīve got a birthday party, with some work people.",PHOEBE,Episode-22-The One With the Ick Factor,Season-01,Friends
 Work people? Nobody told me.,CHANDLER,Episode-22-The One With the Ick Factor,Season-01,Friends
" No, I know. Thatīs a part of the whole, you know, them-not-liking-you-extravagance.",PHOEBE,Episode-22-The One With the Ick Factor,Season-01,Friends
" You know, I donīt get this. A month aga, these people were my friends. You know, just because Iīm in charge doesnīt mean iīm a different person.",CHANDLER,Episode-22-The One With the Ick Factor,Season-01,Friends
" Well, then you should come tonight. You know, just hang out with them. Let them see what a great guy you still are.",PHOEBE,Episode-22-The One With the Ick Factor,Season-01,Friends
 You think I should?,CHANDLER,Episode-22-The One With the Ick Factor,Season-01,Friends
" I really do, yeah.",PHOEBE,Episode-22-The One With the Ick Factor,Season-01,Friends
 Okay.,CHANDLER,Episode-22-The One With the Ick Factor,Season-01,Friends
 Okay.,PHOEBE,Episode-22-The One With the Ick Factor,Season-01,Friends
 Okay.,CHANDLER,Episode-22-The One With the Ick Factor,Season-01,Friends
 Chandlerīs office. He and Phoebe are taking a break from work.],[Scene,Episode-22-The One With the Ick Factor,Season-01,Friends
" I Think last night was great. You know, the Karaoke thing. Tracy and I doing ""Ebony and Ivory"".",CHANDLER,Episode-22-The One With the Ick Factor,Season-01,Friends
 You were great. But they still made fun of you.,PHOEBE,Episode-22-The One With the Ick Factor,Season-01,Friends
 What?,CHANDLER,Episode-22-The One With the Ick Factor,Season-01,Friends
" You know, now youīre more like, you know like, ""Mr. Caring Boss"", ""Mr."", you know, ""Iīm one of you, Boss"", ""Mr., I wanna be your buddy, Boss Man Bing""",PHOEBE,Episode-22-The One With the Ick Factor,Season-01,Friends
" Then, I donīt get it.",CHANDLER,Episode-22-The One With the Ick Factor,Season-01,Friends
" Well, you know what Chandler? I think youīve gotta face it. Youīre like, the guy in the big office, you know. Youīre the one that hires them, that fires them... They still say youīre a great boss.",PHOEBE,Episode-22-The One With the Ick Factor,Season-01,Friends
 They do?,CHANDLER,Episode-22-The One With the Ick Factor,Season-01,Friends
 Uh huh. But theyīre not your friends anymore.,PHOEBE,Episode-22-The One With the Ick Factor,Season-01,Friends
 I just wanīt to--,CHANDLER,Episode-22-The One With the Ick Factor,Season-01,Friends
" No, but you canīt.",PHOEBE,Episode-22-The One With the Ick Factor,Season-01,Friends
 But I just wa--,CHANDLER,Episode-22-The One With the Ick Factor,Season-01,Friends
" Loved your ""Stevie Wonder"" last night.",PETRIE,Episode-22-The One With the Ick Factor,Season-01,Friends
" Thanks. Listen, about the weekly numbers, Iīm gonna need them on my desk by nine oīclock.",CHANDLER,Episode-22-The One With the Ick Factor,Season-01,Friends
"[They go away, trying very hard not to laugh at Chandler]",,Episode-22-The One With the Ick Factor,Season-01,Friends
" You have to give īem something, you know. Okay, now that was Gerston, Santos, and whoīs the guy with the moustache?",CHANDLER,Episode-22-The One With the Ick Factor,Season-01,Friends
 Petrie.,PHOEBE,Episode-22-The One With the Ick Factor,Season-01,Friends
" Petrie, right, right. Okay, somebodyīs gonna be working this weekend.",CHANDLER,Episode-22-The One With the Ick Factor,Season-01,Friends
[Chandler struts out from his apartment],,Episode-22-The One With the Ick Factor,Season-01,Friends
" Hey Ross, look what Iīve got going here.",CHANDLER,Episode-22-The One With the Ick Factor,Season-01,Friends
 For the ride.,JOEY,Episode-22-The One With the Ick Factor,Season-01,Friends
" Yeah, like in a cab--",CHANDLER,Episode-22-The One With the Ick Factor,Season-01,Friends
 Save it.,ROSS,Episode-22-The One With the Ick Factor,Season-01,Friends
" Okay, hating this.",CHANDLER,Episode-22-The One With the Ick Factor,Season-01,Friends
"[They all go down the stairs, but Ross turns around, looking like his in a coma. The others also turns around to get him.]",,Episode-22-The One With the Ick Factor,Season-01,Friends
" Here we go, here we go.",CHANDLER,Episode-22-The One With the Ick Factor,Season-01,Friends
 The broom closet. Ross and Susan are trying to get out.],[Scene,Episode-23-The One With the Birth,Season-01,Friends
 Help!,ALL,Episode-23-The One With the Birth,Season-01,Friends
 Carol's room. Ross and Susan rush in.],[Scene,Episode-23-The One With the Birth,Season-01,Friends
" Push, push!",ALL,Episode-23-The One With the Birth,Season-01,Friends
" All right, all right, there's a few too many people in this room, and there's about to be one more, so anybody who's not an ex-husband or a lesbian life partner, out you go!",NURSE,Episode-23-The One With the Birth,Season-01,Friends
 Good luck!,ALL,Episode-23-The One With the Birth,Season-01,Friends
 You guys wanna get some coffee?,RACH,Episode-23-The One With the Birth,Season-01,Friends
 Yeah.,ALL,Episode-23-The One With the Birth,Season-01,Friends
" Guys, you got your hair cut.",MONICA,Episode-01-The One With Ross' New Girlfriend,Season-02,Friends
" Yes, yes, we did, thanks to Vidal Buffay.",CHANDLER,Episode-01-The One With Ross' New Girlfriend,Season-02,Friends
" Airport, airport. Ross, not alone, Julie, arm around her. Cramp, cramp.",RACHEL,Episode-01-The One With Ross' New Girlfriend,Season-02,Friends
" Ok, I think she's trying to tell us something. Quick, get the verbs.",CHANDLER,Episode-01-The One With Ross' New Girlfriend,Season-02,Friends
" Yeah, it's really 6:00 tomorrow night our time.",ROSS,Episode-01-The One With Ross' New Girlfriend,Season-02,Friends
" Well, listen, don't tell us what's gonna happen, 'cause I like to be surprised.",CHANDLER,Episode-01-The One With Ross' New Girlfriend,Season-02,Friends
 Thank you.,ROSS,Episode-01-The One With Ross' New Girlfriend,Season-02,Friends
" Hey, Rache, can I get--",CHANDLER,Episode-01-The One With Ross' New Girlfriend,Season-02,Friends
 Did you talk to him?,RACHEL,Episode-01-The One With Ross' New Girlfriend,Season-02,Friends
 Not yet.,CHANDLER,Episode-01-The One With Ross' New Girlfriend,Season-02,Friends
" Then, no.",RACHEL,Episode-01-The One With Ross' New Girlfriend,Season-02,Friends
" So what the hell happened to you in China? I mean, when last we left you, you were totally in love with, you know.",CHANDLER,Episode-01-The One With Ross' New Girlfriend,Season-02,Friends
" I know, I know I was, but there was always this little voice inside that kept saying it's never gonna happen, move on. You know whose voice that was?",ROSS,Episode-01-The One With Ross' New Girlfriend,Season-02,Friends
 God?,CHANDLER,Episode-01-The One With Ross' New Girlfriend,Season-02,Friends
" It was you, pal.",ROSS,Episode-01-The One With Ross' New Girlfriend,Season-02,Friends
" Well, maybe it was God, doing me.",CHANDLER,Episode-01-The One With Ross' New Girlfriend,Season-02,Friends
" Look, you were right. She looks at me and sees a friend, that's all. But then I met Julie, and I don't know, we're havin' a great time. And I never would've gone for it with her if it hadn't been for you.",ROSS,Episode-01-The One With Ross' New Girlfriend,Season-02,Friends
" Well, you owe me one, big guy.",CHANDLER,Episode-01-The One With Ross' New Girlfriend,Season-02,Friends
" Go go go go, come on! Well, what did you find out?",RACHEL,Episode-01-The One With Ross' New Girlfriend,Season-02,Friends
" He said, he said that they're having a great time. I'm sorry. But, the silver lining, if you wanna see it, is that he made the decision all by himself without any outside help whatsoever.",CHANDLER,Episode-01-The One With Ross' New Girlfriend,Season-02,Friends
 How is that the silver lining?,ROSS,Episode-01-The One With Ross' New Girlfriend,Season-02,Friends
 You have to really wanna see it.,CHANDLER,Episode-01-The One With Ross' New Girlfriend,Season-02,Friends
 Hello? Hi.,ROSS,Episode-01-The One With Ross' New Girlfriend,Season-02,Friends
 Hi. Anybody know a good tailor?,CHANDLER,Episode-01-The One With Ross' New Girlfriend,Season-02,Friends
 Needs some clothes altered?,JOEY,Episode-01-The One With Ross' New Girlfriend,Season-02,Friends
" No, no, I'm just looking for a man to draw on me with chalk.",CHANDLER,Episode-01-The One With Ross' New Girlfriend,Season-02,Friends
" Why don't you go see Frankie? My family's been goin' to him forever. He did my first suit when I was 15. No wait, 16. No, 'scuse me, 15. All right, when was 1990?",JOEY,Episode-01-The One With Ross' New Girlfriend,Season-02,Friends
 You have to stop the Q-tip when there's resistance!,CHANDLER,Episode-01-The One With Ross' New Girlfriend,Season-02,Friends
" I know you did. I'm just gonna deal with it, I'm just gonna deal with it. I gotta get out of here.",RACHEL,Episode-01-The One With Ross' New Girlfriend,Season-02,Friends
" Ok, I don't care what you guys say, something's bothering her.",CHANDLER,Episode-01-The One With Ross' New Girlfriend,Season-02,Friends
" Well, I sorta did a stupid thing last night.",RACHEL,Episode-01-The One With Ross' New Girlfriend,Season-02,Friends
 What stupid thing did you do?,CHANDLER,Episode-01-The One With Ross' New Girlfriend,Season-02,Friends
" Honey, you're not pathetic, you're sad.",MONICA,Episode-01-The One With Ross' New Girlfriend,Season-02,Friends
 People do stupid things when they're upset.,CHANDLER,Episode-01-The One With Ross' New Girlfriend,Season-02,Friends
" Ok, you're gonna have to not touch my ass.",PHOEBE,Episode-01-The One With Ross' New Girlfriend,Season-02,Friends
" Well, in spite of the yummy bagels and palpable tension, I've got pants that need to be altered.",CHANDLER,Episode-01-The One With Ross' New Girlfriend,Season-02,Friends
" Hey, Chandler, when you see Frankie, tell him Joey says hello. He'll know what it means.",JOEY,Episode-01-The One With Ross' New Girlfriend,Season-02,Friends
 Are you sure he's gonna be able to crack that code?,CHANDLER,Episode-01-The One With Ross' New Girlfriend,Season-02,Friends
 How long do you want the cuffs?,FRANKIE,Episode-01-The One With Ross' New Girlfriend,Season-02,Friends
 At least as long as I have the pants.,CHANDLER,Episode-01-The One With Ross' New Girlfriend,Season-02,Friends
" Look, Rache, Rache, I've been with my share of women. In fact, I've been with like a lot of people's share of women. The point is, I've never felt about anyone the way Ross felt about you.",JOEY,Episode-01-The One With Ross' New Girlfriend,Season-02,Friends
" Yo, paisan. Can I talk to you for a sec? Your tailor is a very bad man.",CHANDLER,Episode-01-The One With Ross' New Girlfriend,Season-02,Friends
" Hey, what's goin' on?",ROSS,Episode-01-The One With Ross' New Girlfriend,Season-02,Friends
 Joey's tailor...took advantage of me.,CHANDLER,Episode-01-The One With Ross' New Girlfriend,Season-02,Friends
 No way. I've been going to the guy for 12 years.,JOEY,Episode-01-The One With Ross' New Girlfriend,Season-02,Friends
" He said he was going to do my inseam, and he ran his hand up my leg, and then, there was definite--",CHANDLER,Episode-01-The One With Ross' New Girlfriend,Season-02,Friends
 what?,ROSS,Episode-01-The One With Ross' New Girlfriend,Season-02,Friends
 Cupping.,CHANDLER,Episode-01-The One With Ross' New Girlfriend,Season-02,Friends
 Thank you. My hair is very amused.,MONICA,Episode-01-The One With Ross' New Girlfriend,Season-02,Friends
" Come on, Monica, things could be worse. You could get caught between the moon and New York City. I know it's crazy, but it's true.",CHANDLER,Episode-01-The One With Ross' New Girlfriend,Season-02,Friends
" Hey, when the doctor does that hernia test...",JOEY,Episode-01-The One With Ross' New Girlfriend,Season-02,Friends
 That's ok.,CHANDLER,Episode-01-The One With Ross' New Girlfriend,Season-02,Friends
" Oh, look at these! Hey, Ben. Just do it. Oh my god, oh, ok, was that too much pressure for him?",PHOEBE,Episode-02-The One With the Breast Milk,Season-02,Friends
" You know, it's...something funny about sneakers. I'll be right back.",CHANDLER,Episode-02-The One With the Breast Milk,Season-02,Friends
 What are you guys doing?,ROSS,Episode-02-The One With the Breast Milk,Season-02,Friends
 We're just hanging out by the spoons. Ladle?,CHANDLER,Episode-02-The One With the Breast Milk,Season-02,Friends
" This is my son having lunch, ok? It's gonna happen a lot, so you'd better get used to it. Now if you have any problem with it, if you're uncomfortable, just ask questions. Carol's fine with it, now come on.",ROSS,Episode-02-The One With the Breast Milk,Season-02,Friends
" Carol, Carol? I was just wondering if Joey could ask you a question about breast-feeding?",CHANDLER,Episode-02-The One With the Breast Milk,Season-02,Friends
 Chandler?,JOEY,Episode-02-The One With the Breast Milk,Season-02,Friends
" So, uh, how often can you do it?",CHANDLER,Episode-02-The One With the Breast Milk,Season-02,Friends
" Hi, honey.",ROSS,Episode-02-The One With the Breast Milk,Season-02,Friends
" Hey, sweetums.",CHANDLER,Episode-02-The One With the Breast Milk,Season-02,Friends
" It's gonna be a problem, isn't it?",MONICA,Episode-02-The One With the Breast Milk,Season-02,Friends
" Come on, you're going to Bloomingdales with Julie? That's like cheating on Rachel in her house of worship.",CHANDLER,Episode-02-The One With the Breast Milk,Season-02,Friends
" Duh, I think I know how to heat breast milk. Ok.",PHOEBE,Episode-02-The One With the Breast Milk,Season-02,Friends
 What did you just do?,CHANDLER,Episode-02-The One With the Breast Milk,Season-02,Friends
 What is the big deal?,JOEY,Episode-02-The One With the Breast Milk,Season-02,Friends
 What did you just do?,CHANDLER,Episode-02-The One With the Breast Milk,Season-02,Friends
" No, no, Carol. There's nothing wrong with it. I just don't think breast milk is for adults.",ROSS,Episode-02-The One With the Breast Milk,Season-02,Friends
 Of course the packaging does appeal to grown-ups and kids alike.,CHANDLER,Episode-02-The One With the Breast Milk,Season-02,Friends
 Gimme the bottle. Gimme the towel.,ROSS,Episode-02-The One With the Breast Milk,Season-02,Friends
 Howdy.,CHANDLER,Episode-02-The One With the Breast Milk,Season-02,Friends
" Gimme a box a juice. Well, they switched me over to Hombre.",JOEY,Episode-02-The One With the Breast Milk,Season-02,Friends
" Well, maybe it's because of the way you're dressed.",CHANDLER,Episode-02-The One With the Breast Milk,Season-02,Friends
" Or maybe it's because this guy's doing so good they wanna put more people on it. You should see this guy, Chandler, he goes through two bottles a day.",JOEY,Episode-02-The One With the Breast Milk,Season-02,Friends
 What do you care? You're an actor. This is your day job. This isn't supposed to mean anything to you.,CHANDLER,Episode-02-The One With the Breast Milk,Season-02,Friends
" I know, but, I was the best, you know? I liked being the best. I don't know. Maybe I should just get outta the game. They need guys up in housewares to serve cheese.",JOEY,Episode-02-The One With the Breast Milk,Season-02,Friends
" All right, say you do that. You know sooner or later somebody's gonna come along that slices a better cheddar. And then where're you gonna run?",CHANDLER,Episode-02-The One With the Breast Milk,Season-02,Friends
 Yeah I guess you're right.,JOEY,Episode-02-The One With the Breast Milk,Season-02,Friends
 You're damn right I'm right. I say you show this guy what you're made of. I say you stand your ground. I say you show him that you are the baddest hombre west of the lingerie.,CHANDLER,Episode-02-The One With the Breast Milk,Season-02,Friends
 I'm gonna do it.,JOEY,Episode-02-The One With the Breast Milk,Season-02,Friends
 All right. Now go see Miss Kitty and she'll fix you up with a nice hooker.,CHANDLER,Episode-02-The One With the Breast Milk,Season-02,Friends
